ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Unnamed_Column_11,Unnamed_Column_12
13510119,JH324090,06/27/2024 04:30:00 PM,033XX S DR MARTIN LUTHER KING JR DR,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,0211,002
13513294,JH327916,06/30/2024 06:37:00 PM,055XX N KENMORE AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,2023,020
13516562,JH331684,06/29/2024 04:30:00 PM,032XX N PULASKI RD,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,OTHER (SPECIFY),False,False,1731,017
13509920,JH323890,06/27/2024 04:00:00 PM,042XX W 25TH ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1013,010
13512933,JH327190,06/30/2024 04:20:00 AM,001XX E 133RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0533,005
13510604,JH324545,06/28/2024 07:00:00 AM,098XX S ABERDEEN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2223,022
13509986,JH323848,06/27/2024 02:05:00 PM,062XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,SIDEWALK,False,False,0313,003
13513194,JH327774,06/30/2024 01:00:00 AM,032XX N NARRAGANSETT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1633,016
13513260,JH327870,06/30/2024 04:00:00 AM,003XX N LOREL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1523,015
13511525,JH325626,06/28/2024 01:00:00 PM,004XX S CLINTON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,True,0121,001
13513237,JH327708,06/30/2024 01:00:00 AM,038XX S WOLCOTT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,0912,009
13512772,JH327234,06/30/2024 04:00:00 AM,035XX N CLARK ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,BAR OR TAVERN,False,False,1924,019
13509934,JH323780,06/27/2024 03:36:00 PM,053XX N WESTERN AVE,0460,BATTERY,SIMPLE,CTA PARKING LOT / GARAGE / OTHER PROPERTY,False,False,2011,020
13510115,JH323791,06/27/2024 03:33:00 PM,032XX N KILBOURN AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE - GARAGE,False,False,1731,017
13511705,JH325892,06/28/2024 11:00:00 PM,013XX W WILSON AVE,0810,THEFT,OVER $500,STREET,False,False,1913,019
13511791,JH325942,06/29/2024 08:35:00 AM,026XX N CLARK ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1935,019
13511407,JH325481,06/28/2024 07:34:00 PM,118XX S PRAIRIE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,0532,005
13511634,JH325698,06/29/2024 12:31:00 AM,065XX S BISHOP ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,False,True,0725,007
13513410,JH327265,06/30/2024 07:28:00 AM,004XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,1834,018
13510440,JH324357,06/27/2024 11:30:00 PM,022XX S SACRAMENTO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,True,True,1033,010
13520425,JH335851,06/27/2024 07:45:00 PM,020XX N Sawyer ave,0820,THEFT,$500 AND UNDER,CTA BUS STOP,False,False,1413,014
13512159,JH326470,06/29/2024 02:10:00 PM,001XX W MARQUETTE RD,0560,ASSAULT,SIMPLE,STREET,False,False,0722,007
13510805,JH324831,06/28/2024 11:39:00 AM,049XX W HUBBARD ST,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,1532,015
13509884,JH323720,06/27/2024 02:22:00 PM,011XX W WASHINGTON BLVD,0560,ASSAULT,SIMPLE,VEHICLE NON-COMMERCIAL,False,False,1224,012
13510869,JH324974,06/27/2024 09:30:00 PM,010XX N LATROBE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,False,False,1524,015
13516263,JH331389,06/28/2024 04:30:00 PM,002XX E ERIE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1834,018
13512365,JH326205,06/28/2024 02:20:00 AM,021XX W 50TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),False,False,0931,009
13513382,JH327747,06/30/2024 07:21:00 AM,018XX N KEDZIE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,1421,014
13512839,JH327319,06/29/2024 10:15:00 PM,034XX W CARMEN AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE - PORCH / HALLWAY,False,True,1712,017
13512237,JH326414,06/28/2024 09:00:00 AM,024XX W 45TH PL,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,0922,009
13515365,JH329162,06/28/2024 06:30:00 AM,039XX W FLOURNOY ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,1132,011
13509911,JH323831,06/27/2024 02:15:00 PM,019XX S FAIRFIELD AVE,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,False,False,1023,010
13514227,JH327673,06/30/2024 02:43:00 PM,044XX S HERMITAGE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GROCERY FOOD STORE,False,False,0924,009
13514490,JH328402,06/29/2024 06:20:00 AM,086XX S KOMENSKY AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,0834,008
13513533,JH327994,06/30/2024 08:12:00 PM,009XX W BELMONT AVE,0461,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, SERIOUS INJURY",STREET,False,False,1924,019
13510979,JH325106,06/27/2024 08:30:00 PM,029XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,STREET,False,False,0133,001
13513621,JH328147,06/30/2024 09:24:00 PM,013XX N ELSTON AVE,2025,NARCOTICS,POSSESS - HALLUCINOGENS,STREET,True,False,1433,014
13512499,JH326832,06/29/2024 01:45:00 AM,023XX S DRAKE AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,False,1024,010
13512540,JH326939,06/29/2024 04:45:00 PM,0000X E MONROE ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0112,001
13512287,JH325552,06/28/2024 09:05:00 PM,051XX S MARSHFIELD AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,0932,009
13512362,JH326221,06/29/2024 12:10:00 PM,058XX W 63RD PL,0810,THEFT,OVER $500,STREET,False,False,0812,008
13512742,JH327173,06/30/2024 01:00:00 AM,049XX W OAKDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2521,025
13514172,JH327473,06/29/2024 08:00:00 PM,006XX W IRVING PARK RD,0820,THEFT,$500 AND UNDER,OTHER COMMERCIAL TRANSPORTATION,False,False,1915,019
13517672,JH332928,06/30/2024 01:30:00 PM,039XX N LAKE SHORE DR,0810,THEFT,OVER $500,PARK PROPERTY,False,False,1925,019
13512964,JH327453,06/30/2024 11:38:00 AM,038XX W MADISON ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,False,False,1122,011
13514211,JH328904,06/28/2024 04:30:00 PM,028XX N CLARK ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),False,False,1934,019
13511641,JH325517,06/28/2024 02:30:00 PM,0000X E ADAMS ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0113,001
13512055,JH326168,06/28/2024 06:00:00 AM,051XX S KEDZIE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,0923,009
13512911,JH327291,06/29/2024 08:00:00 PM,013XX S KEDVALE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,1011,010
13511664,JH325812,06/29/2024 03:47:00 AM,035XX S DAMEN AVE,041A,BATTERY,AGGRAVATED - HANDGUN,GAS STATION,False,False,0912,009
13511122,JH325053,06/28/2024 02:26:00 PM,023XX W IOWA ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1212,012
13511650,JH325846,06/28/2024 07:00:00 PM,010XX N PARKSIDE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1511,015
13512494,JH326836,06/29/2024 02:00:00 PM,054XX W QUINCY ST,0810,THEFT,OVER $500,STREET,False,False,1522,015
13511409,JH325475,06/28/2024 07:00:00 AM,075XX S KOSTNER AVE,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0833,008
13514645,JH329177,06/30/2024 08:00:00 PM,015XX W 66TH ST,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,APARTMENT,False,False,0725,007
13513271,JH327908,06/30/2024 05:53:00 PM,032XX N CLARK ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,True,False,1924,019
13511403,JH325548,06/28/2024 09:15:00 PM,059XX S PRAIRIE AVE,0560,ASSAULT,SIMPLE,STREET,False,True,0232,002
13510514,JH324448,06/28/2024 02:35:00 AM,036XX W FRANKLIN BLVD,0460,BATTERY,SIMPLE,APARTMENT,False,False,1122,011
13510800,JH324869,06/27/2024 08:30:00 PM,085XX S ABERDEEN ST,0820,THEFT,$500 AND UNDER,STREET,False,False,0613,006
13510531,JH324450,06/28/2024 02:27:00 AM,023XX N PULASKI RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,2525,025
13512024,JH326216,06/29/2024 10:30:00 AM,073XX S ARTESIAN AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,0835,008
13513352,JH327642,06/30/2024 01:00:00 AM,040XX E 134TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,0433,004
13513673,JH327005,06/30/2024 12:45:00 AM,069XX S ANTHONY AVE,0460,BATTERY,SIMPLE,STREET,False,False,0322,003
13511977,JH326099,06/28/2024 02:56:00 AM,001XX E 51ST ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,CONVENIENCE STORE,False,False,0231,002
13511986,JH326307,06/28/2024 11:30:00 AM,006XX W MADISON ST,0890,THEFT,FROM BUILDING,APARTMENT,False,False,0121,001
13510657,JH324586,06/27/2024 06:00:00 PM,057XX N BROADWAY,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,ALLEY,False,False,2022,020
13513413,JH327487,06/30/2024 11:40:00 AM,007XX N MICHIGAN AVE,0560,ASSAULT,SIMPLE,DEPARTMENT STORE,False,False,1834,018
13510542,JH324454,06/28/2024 02:15:00 AM,056XX S ALBANY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0824,008
13510358,JH324154,06/27/2024 07:26:00 PM,039XX S LAKE PARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0214,002
13510153,JH324144,06/27/2024 06:15:00 PM,030XX W PALMER BLVD,1570,SEX OFFENSE,PUBLIC INDECENCY,STREET,False,False,1414,014
13512470,JH326500,06/29/2024 03:30:00 PM,021XX S MICHIGAN AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,0132,001
13517444,JH327635,06/30/2024 02:36:00 PM,078XX S ASHLAND AVE,031A,ROBBERY,ARMED - HANDGUN,SMALL RETAIL STORE,False,False,0611,006
13516306,JH331360,06/27/2024 04:50:00 PM,012XX N MILWAUKEE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,False,False,1433,014
13514501,JH328652,06/28/2024 05:30:00 PM,006XX N STATE ST,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,1832,018
13510255,JH324175,06/27/2024 08:20:00 PM,001XX S WESTERN AVE,0460,BATTERY,SIMPLE,RESTAURANT,False,False,1223,012
13513036,JH327338,06/30/2024 07:00:00 AM,120XX S UNION AVE,0810,THEFT,OVER $500,STREET,False,False,0523,005
13512640,JH326860,06/29/2024 01:00:00 PM,002XX S MICHIGAN AVE,0870,THEFT,POCKET-PICKING,RESTAURANT,False,False,0113,001
13510439,JH324401,06/28/2024 12:31:00 AM,025XX W 77TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,0835,008
13511214,JH325058,06/28/2024 02:38:00 PM,046XX N CUMBERLAND AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,BANK,False,False,1614,016
13513365,JH327700,06/30/2024 12:00:00 PM,033XX W CONGRESS PKWY,0820,THEFT,$500 AND UNDER,STREET,False,False,1134,011
13514364,JH329182,06/30/2024 05:30:00 PM,020XX W TOUHY AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,2424,024
13511917,JH325859,06/29/2024 06:30:00 AM,057XX W HURON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1511,015
13513334,JH327923,06/30/2024 06:35:00 PM,034XX S DR MARTIN LUTHER KING JR DR,1365,CRIMINAL TRESPASS,TO RESIDENCE,CONVENIENCE STORE,False,False,0211,002
13513243,JH327810,06/30/2024 05:16:00 PM,070XX S HONORE ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,True,0735,007
13510737,JH324714,06/28/2024 09:00:00 AM,015XX W 95TH ST,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,False,False,2213,022
13511010,JH325069,06/28/2024 03:00:00 AM,024XX S CHRISTIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1024,010
13510342,JH324249,06/27/2024 08:38:00 PM,059XX N RAVENSWOOD AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,OTHER (SPECIFY),False,False,2012,020
13511778,JH325850,06/29/2024 06:10:00 AM,030XX S KARLOV AVE,041A,BATTERY,AGGRAVATED - HANDGUN,ALLEY,False,False,1031,010
13516169,JH329800,06/28/2024 11:00:00 AM,070XX S MERRILL AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,0331,003
13510111,JH323900,06/27/2024 04:30:00 PM,103XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,DEPARTMENT STORE,False,False,0512,005
13510570,JH324356,06/27/2024 11:51:00 PM,051XX S BISHOP ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0934,009
13511059,JH325011,06/28/2024 06:00:00 AM,083XX S INGLESIDE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,0632,006
13512547,JH324508,06/27/2024 11:30:00 PM,081XX S BISHOP ST,0610,BURGLARY,FORCIBLE ENTRY,SCHOOL - PUBLIC BUILDING,False,False,0614,006
13510303,JH324013,06/27/2024 06:05:00 PM,011XX W JACKSON BLVD,0331,ROBBERY,ATTEMPT AGGRAVATED,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1232,012
13510944,JH324949,06/28/2024 12:40:00 PM,013XX S CLINTON ST,0860,THEFT,RETAIL THEFT,APPLIANCE STORE,True,False,0124,001
13509904,JH323837,06/27/2024 02:27:00 PM,029XX S MICHIGAN AVE,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,0133,001
13513014,JH326904,06/29/2024 11:00:00 AM,016XX W 95TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,2213,022
13512984,JH327482,06/30/2024 11:20:00 AM,032XX N HALSTED ST,0810,THEFT,OVER $500,STREET,False,False,1924,019
13511320,JH324547,06/27/2024 07:20:00 PM,023XX W HARRISON ST,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),False,False,1225,012
13511654,JH325834,06/29/2024 05:04:00 AM,005XX E 40TH ST,0560,ASSAULT,SIMPLE,STREET,False,False,0214,002
13513547,JH328029,06/30/2024 08:00:00 PM,008XX W BELMONT AVE,0560,ASSAULT,SIMPLE,SIDEWALK,True,False,1924,019
13514294,JH329051,06/30/2024 08:00:00 PM,071XX S WOODLAWN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0324,003
13512256,JH326677,06/29/2024 06:30:00 PM,062XX N HOYNE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,2413,024
13516913,JH331104,06/29/2024 06:24:00 PM,0000X E GOETHE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,,False,False,1824,018
13513253,JH327765,06/30/2024 04:12:00 PM,030XX W CERMAK RD,2012,NARCOTICS,MANUFACTURE / DELIVER - COCAINE,ALLEY,True,False,1022,010
13512167,JH326224,06/29/2024 09:30:00 AM,020XX W NORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,1424,014
13512801,JH325928,06/29/2024 08:29:00 AM,032XX N MILWAUKEE AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SMALL RETAIL STORE,False,False,1732,017
13513117,JH327213,06/30/2024 06:55:00 AM,0000X W 79TH ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CTA BUS,False,False,0623,006
13512790,JH327125,06/30/2024 04:12:00 AM,071XX S CORNELL AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,0324,003
13513404,JH327828,06/27/2024 11:30:00 PM,002XX N CLARK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0122,001
13510831,JH324813,06/27/2024 07:35:00 PM,071XX S MAPLEWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0832,008
13512676,JH326997,06/30/2024 12:41:00 AM,086XX W SUMMERDALE AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,APARTMENT,False,False,1614,016
13511356,JH325350,06/28/2024 05:10:00 PM,016XX E HYDE PARK BLVD,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,PARK PROPERTY,False,False,0234,002
13513490,JH328058,06/30/2024 09:07:00 PM,033XX N HALSTED ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,False,False,1925,019
13513278,JH327611,06/30/2024 01:30:00 PM,0000X S DESPLAINES ST,0325,ROBBERY,VEHICULAR HIJACKING,STREET,False,False,0121,001
13513002,JH327318,06/30/2024 09:15:00 AM,076XX S EXCHANGE AVE,0810,THEFT,OVER $500,GAS STATION,False,False,0421,004
13512899,JH327419,06/29/2024 12:01:00 AM,054XX S JUSTINE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0934,009
13512329,JH325462,06/28/2024 06:00:00 PM,011XX N LATROBE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1524,015
13512435,JH326694,06/29/2024 06:35:00 PM,026XX S RIDGEWAY AVE,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,1031,010
13511216,JH325224,06/28/2024 04:10:00 PM,061XX S ASHLAND AVE,0560,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,0714,007
13510226,JH324210,06/27/2024 08:25:00 PM,102XX S PERRY AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,False,False,0511,005
13512569,JH326834,06/29/2024 03:41:00 PM,066XX S INGLESIDE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,False,False,0321,003
13511533,JH325581,06/28/2024 01:00:00 PM,047XX N CENTRAL PARK AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,1723,017
13512016,JH326265,06/29/2024 12:00:00 AM,035XX N CLARK ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,STREET,False,False,1924,019
13512709,JH327131,06/30/2024 04:11:00 AM,078XX S SOUTH SHORE DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,0421,004
13513644,JH328140,06/30/2024 10:45:00 PM,077XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0621,006
13513162,JH327649,06/30/2024 01:00:00 PM,043XX W MARQUETTE RD,0560,ASSAULT,SIMPLE,GAS STATION,False,False,0833,008
13512993,JH327315,06/30/2024 09:29:00 AM,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,0112,001
13514682,JH329383,06/30/2024 10:30:00 PM,001XX W 103RD ST,0610,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,False,False,0511,005
13514847,JH329523,06/30/2024 09:25:00 AM,063XX S CHAMPLAIN AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,True,0312,003
13515967,JH326924,06/29/2024 10:46:00 PM,004XX E 63RD ST,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA TRAIN,False,False,0313,003
13512530,JH326805,06/29/2024 08:55:00 PM,048XX S HERMITAGE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,0931,009
13511553,JH325749,06/29/2024 02:03:00 AM,046XX S PAULINA ST,041A,BATTERY,AGGRAVATED - HANDGUN,RESIDENCE - PORCH / HALLWAY,False,False,0924,009
13510827,JH324917,06/28/2024 12:55:00 PM,021XX E 71ST ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,0333,003
13510745,JH324789,06/27/2024 06:00:00 PM,062XX S TROY ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,False,False,0823,008
13514639,JH329376,06/30/2024 06:00:00 PM,091XX S EMERALD AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2223,022
13512646,JH326978,06/29/2024 09:07:00 PM,067XX S JEFFERY BLVD,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",VEHICLE - COMMERCIAL,False,False,0332,003
13516404,JH330299,06/28/2024 02:30:00 PM,051XX W 55TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,AIRPORT PARKING LOT,False,False,0814,008
13512486,JH326835,06/29/2024 07:40:00 PM,006XX E GRAND AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1834,018
13514684,JH329431,06/30/2024 08:00:00 PM,100XX S STATE ST,0460,BATTERY,SIMPLE,APARTMENT,False,False,0511,005
13512779,JH327150,06/30/2024 04:00:00 AM,051XX S ARTESIAN AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,0923,009
13512269,JH326562,06/29/2024 04:28:00 PM,023XX S KOLIN AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,True,True,1013,010
13511118,JH325329,06/28/2024 04:00:00 PM,075XX S STONY ISLAND AVE,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",GROCERY FOOD STORE,False,False,0411,004
13510021,JH323815,06/27/2024 03:55:00 PM,036XX E 106TH ST,0860,THEFT,RETAIL THEFT,COMMERCIAL / BUSINESS OFFICE,False,False,0432,004
13510829,JH324750,06/28/2024 10:45:00 AM,016XX W 95TH ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,2213,022
13511792,JH325000,06/28/2024 01:00:00 PM,006XX N TALMAN AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,1221,012
13513326,JH327836,06/30/2024 05:38:00 PM,037XX W PALMER ST,0560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),False,False,2525,025
13510329,JH324246,06/27/2024 08:19:00 PM,044XX N BROADWAY,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1913,019
13512443,JH326419,06/29/2024 12:31:00 PM,006XX W HUBBARD ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1214,012
13511684,JH325887,06/29/2024 05:40:00 AM,023XX N CENTRAL AVE,0850,THEFT,ATTEMPT THEFT,RESTAURANT,False,False,2515,025
13511902,JH325946,06/28/2024 07:30:00 PM,039XX W MONROE ST,0610,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,False,False,1122,011
13513844,JH328406,06/30/2024 04:00:00 PM,004XX W 61ST PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0711,007
13514492,JH328709,06/30/2024 11:30:00 AM,004XX N LA SALLE DR,0890,THEFT,FROM BUILDING,SIDEWALK,False,False,1831,018
13510749,JH324612,06/28/2024 07:30:00 AM,038XX W TAYLOR ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,OTHER (SPECIFY),False,False,1133,011
13513315,JH327915,06/30/2024 06:47:00 PM,025XX N KILBOURN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2521,025
13518612,JH334029,06/30/2024 12:00:00 AM,043XX N TROY ST,0810,THEFT,OVER $500,STREET,False,False,1724,017
13511523,JH325673,06/29/2024 12:00:00 AM,072XX N CLAREMONT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,2411,024
13512637,JH325768,06/29/2024 01:40:00 AM,077XX S LAFLIN ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,0612,006
13511939,JH325845,06/29/2024 05:30:00 AM,061XX S DR MARTIN LUTHER KING JR DR,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,0311,003
13512567,JH326845,06/29/2024 09:35:00 PM,027XX W 103RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2211,022
13513502,JH328066,06/30/2024 09:20:00 PM,037XX N BROADWAY,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,False,False,1925,019
13511754,JH325964,06/29/2024 08:48:00 AM,019XX S SAWYER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1022,010
13512644,JH327092,06/28/2024 09:30:00 PM,009XX W ADDISON ST,0264,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,False,False,1923,019
13511800,JH326059,06/29/2024 02:00:00 AM,037XX N OTTAWA AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1631,016
13513119,JH327597,06/30/2024 01:10:00 PM,0000X N CENTRAL PARK DR,2091,NARCOTICS,FORFEIT PROPERTY,PARK PROPERTY,True,False,1122,011
13510879,JH324674,06/28/2024 09:50:00 AM,008XX E 64TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,0312,003
13513241,JH327707,06/30/2024 03:51:00 PM,001XX W 63RD ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,STREET,True,True,0312,003
13510893,JH324911,06/28/2024 01:00:00 PM,006XX W ROOSEVELT RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,0124,001
